,title,sale_price,currency,condition,buying_format,date_sold,image_url,shipping_price,link,item_id
162,Apple iPhone X 64GB Fully Unlocked Space Gray A1865 Verizon Prestine Condition,85.0,$,Apple iPhone X,Buy It Now,"Apr 12, 2026",https://i.ebayimg.com/images/g/DTsAAeSwsaxp0~jS/s-l140.webp,9.0,https://www.ebay.com/itm/287257209638?_skw=iPhone+-locked+-cracked+-case+-box+-read+-LCD&epid=19024178513&itmmeta=01KTPA61EW8VG1WETYV8D9DYAV&hash=item42e1dd2b26%3Ag%3ADTsAAeSwsaxp0%7EjS&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xAdW2WvKAEIYRCelAbZObjecaHtR0qbE0tzqz4rqpzpIDfZX2AaWWgel0VdjbVdbkRnqt3D%2BDN4uLkXuRYaTpeTlib3j5O%2FXMQx%2FBOhWVRq%2BHEG43sR2UO3%2BapIxxOUP6enYxTvesfoVC8iEuG2dReRSK5Xh8SluNPtPMnJ3KKB9zfRRM6An01Md3pyAH1dhpTVoCce%2FgxamZUH0rMwfM0AEQHxjvOb%2F5O%2BcSzhAxBXvHS6fk8ud%2BPV2B2c60sQpy35JbNSfkejaw%2FZARTgOzXYhH7P09NPBQG%2F%2B982pVW9aA%3D%3D%7Ctkp%3ABk9SR-CXmMrVZw&LH_ItemCondition=3000,287257209638
163,Apple iPhone X - 64 GB - Silver (Unlocked) A1865 - Works - C Grade - No FaceID,79.95,$,Apple iPhone X,Buy It Now,"Apr 11, 2026",https://i.ebayimg.com/images/g/z74AAeSwEPFp2riK/s-l140.webp,0.0,https://www.ebay.com/itm/188267974478?_skw=iPhone+-locked+-cracked+-case+-box+-read+-LCD&epid=240455169&itmmeta=01KTPA61EW14QPNHCERP31VTEP&hash=item2bd5a54f4e%3Ag%3Az74AAeSwEPFp2riK&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xAFPy92bXBxbGrCVQBtqRDNNo3DLtwAQEn6nZgqQxyK47rEGNvlkuLlpsnuJMNKFvj58qXfswmn1flhAJ2ICBdkNgKpZFJal8wAp1XrmcOAwuGMedIHiFbrIlXpU0YfY5hECxrqY4q5g5iHrmbYbkpeYhX0LQmqAd1p1KJvIMVVwpgVftFbmIWLnK6v0HQ01OudUM1RNrcRxw8BheDKMD0Fu3AdBCxpzr%2FiX4TnHWphT4icpaqUcKv1Cwrwe7jXGWJripY6gPAP3x92B%2FfanwIq8FK1w3%2F6P3fiM1%2FMZCq3qQ%3D%3D%7Ctkp%3ABk9SR-CXmMrVZw&LH_ItemCondition=3000,188267974478
164,"Apple iPhone X 6.1"" 64GB A1965 White - Unlocked",66.0,$,Apple iPhone X,Auction,"Apr 10, 2026",https://i.ebayimg.com/images/g/7WoAAeSwmFBp0C8D/s-l140.webp,0.0,https://www.ebay.com/itm/377085573466?_skw=iPhone+-locked+-cracked+-case+-box+-read+-LCD&epid=240455169&itmmeta=01KTPA61EWXNA1206JWC25W3RS&hash=item57cc0d395a%3Ag%3A7WoAAeSwmFBp0C8D&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xDaPPo7D57k5x%2FJStiKdTeDjS%2FegG33w8iRGUBSEb8p%2BdaBdXieA7V2YmIXVyaI%2FbgD361x6nPtD7x%2FpdTDWduQOnRb9FcuV954g7H7pGGSaHJsN%2FPBRfa7%2BzZiis9ApF8jmIfyGu4pxpFg7%2F8actTDjXBRqRUaKvk8wtO1Cpvzdzw6c8khGZJSV2ohiC3jP7Sn3wFLFo6v0CUYU158BK7IvV34uT36wOpqgAsTESxwlkowOSlvprmzWgcm4ofdTM5PzlxcyL9XFd21gnVxV0mNKE3IIy0kQ7Levixw47nA%2BA%3D%3D%7Ctkp%3ABk9SR-CXmMrVZw&LH_ItemCondition=3000,377085573466
165,iPhone X 64 GB Black Unlocked Phone Only,73.0,$,Apple iPhone X,Auction,"Apr 9, 2026",https://i.ebayimg.com/images/g/9m0AAeSw6whp0dNF/s-l140.webp,8.13,https://www.ebay.com/itm/318107315021?_skw=iPhone+-locked+-cracked+-case+-box+-read+-LCD&epid=19024178513&itmmeta=01KTPA61EWDZ4S510H3G7QVA4J&hash=item4a10ac6b4d%3Ag%3A9m0AAeSw6whp0dNF&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xB9ndLejcEXcIm8dceWMgOBYwzrbpZWqQRwZH9HWCdvtMi6vNKlABFPgQXfP%2BIIsoq%2BlazAQPKnrfLSPfPzxTBTPMPO5H588zX9TWUIJJBw6QKU%2BaIJTngieonkdJeqFUI6xTZKTloJK1XVKsc4HKxg0JRKf5LcjCS0tY720q4T3gr0tThlqT1sKmYKkoT0HfP2q4%2F7MvWDYvdCWmpNLnPUKQsQTI7UScMus8yhleUUf7snUBOb8ERjSlwcCvcdA6bYWljUcSYUPnAu665wJHIipX89LZD3rj%2BGJZl7DQA6n1hlf9rLignIQrkySeiu%2BcaJFXcdTCSz7AWWjgdXRPA%2B%7Ctkp%3ABk9SR-CXmMrVZw&LH_ItemCondition=3000,318107315021
166,Apple iPhone X White iOS Bar Smartphone 12MP Camera🔥 FAST SHIPPING ,113.99,$,Apple iPhone,Accepts Offers,"Apr 9, 2026",https://i.ebayimg.com/images/g/sk4AAeSwCfZp1iTU/s-l140.webp,5.89,https://www.ebay.com/itm/206197160825?_skw=iPhone+-locked+-cracked+-case+-box+-read+-LCD&epid=240455169&itmmeta=01KTPA61EW3Z90R9MY0P1ECVKD&hash=item30024efb79%3Ag%3Ask4AAeSwCfZp1iTU&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xDQb8cmOqY5dtqhXJVO3Cj6Ot3AjEEZJfMLq3quRE2Z8rUR3o2ZnhKHYHKgTncmK2aFHj08NnWm9%2BtTC6HlRtm%2BqB3zXEVzq%2F1anUlUri9c%2FwDemzFXkrUhgMI%2FsMaj6APdlDXIIXPdvIlDTfA32g%2F5le0SEqKrLQcBWSkMNMtKy7hj0grnzq6Xel7uxI%2FPJDW%2FFspgbJwtT9AHeW1bzUujV2xpP2%2FMm%2BDsXkid5b%2Flal%2Blyx6%2FQ3F8AS1CaQGyTQfp5uT1NoZj9PM7Nng1GhkkBx6S7N7dvC6gv51c46e%2F2BdMM2%2Fn5Kl1wANsmjpsb3lRG%2FcC0q07unPts0hlXYwz%7Ctkp%3ABk9SR-CXmMrVZw&LH_ItemCondition=3000,206197160825
167,"Apple iPhone X, A1901, Gray, 64GB, Unlocked",49.0,$,Apple iPhone X,Auction,"Apr 8, 2026",https://i.ebayimg.com/images/g/dm4AAeSwaKZpz-9t/s-l140.webp,14.5,https://www.ebay.com/itm/298190065829?_skw=iPhone+-locked+-cracked+-case+-box+-read+-LCD&epid=19024178513&itmmeta=01KTPA61EWSK2EYA8Z0S2XQ3RX&hash=item456d8350a5%3Ag%3Adm4AAeSwaKZpz-9t&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xB9WUkXT%2Fr4ApJwwJd9zcjypxmczu4BWzB%2FTy2fzkIV5DsHWd8hk9g9ZcN2ZFnxGdrosMj4zuJFcbT%2Fm4Mf%2FOXRjx8lcZJKo0g%2FoicZwaMhlv2tAmOwQ37n%2FA%2FzoZwJ0G728qULvynFDUpIz46jM7oTAHpX5wNVysbkANQrfHkP2BVivmqx5noUk2%2Fe0Yu1AyuaNT7u69X3KuRYb37ZY3Y0SBDo1B%2BtwNi20BFeMRuhpbCnFAoNdaffxHOPJyRVoC12b6Xrdf6tLjhiQ%2BF%2FzNLW3B1CD1bhjPkafkrWyrEY7NqXTfsbgOftB9mEz7rEAGzo2to8D1qFdw%2BKWVCdWrUJ%7Ctkp%3ABk9SR-CXmMrVZw&LH_ItemCondition=3000,298190065829
168,Apple iPhone X - 64 GB - Silver (Unlocked),100.0,$,Apple iPhone X,Accepts Offers,"Apr 8, 2026",https://i.ebayimg.com/images/g/WDgAAeSwve5p0qcB/s-l140.webp,15.1,https://www.ebay.com/itm/287255240268?_skw=iPhone+-locked+-cracked+-case+-box+-read+-LCD&epid=240455169&itmmeta=01KTPA61EWGRSDMV7ZCFW6XXNT&hash=item42e1bf1e4c%3Ag%3AWDgAAeSwve5p0qcB&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xBnYTquj116CcBu27%2FkTw9aawZIW8oDYbDgTlRHGoHFb8dpbnSyj0sz%2B%2BrmYT1Bk5AUiNcpSCFxpWJhB2khZ%2FOY3YaRjQIjRyjA73z%2F1BlyUXd2gp023iHz2Pbs0T41I%2FikkjIxRfpx7UDFW44kdVVQY%2FERyNMsrvq%2Br90igiAqOoETAOw0cLZZTiZpWCSvk6R6gYBph12oJySkrH63W1U%2Fiq0Y%2BBGJBS0YPeZdwdQA54dtNbwZUtkLM1f5iDrrUIeTcB6WcbW53rpaWNS5JCYPUP9jpIuuW%2FivUOvfNlfczg%3D%3D%7Ctkp%3ABk9SR-CXmMrVZw&LH_ItemCondition=3000,287255240268
169,Apple iPhone X - 64GB - Silverish White Untested,126.0,$,Apple iPhone X,Buy It Now,"Apr 8, 2026",https://i.ebayimg.com/images/g/qWkAAeSwQHtpw9bD/s-l140.webp,0.0,https://www.ebay.com/itm/177996700945?_skw=iPhone+-locked+-cracked+-case+-box+-read+-LCD&epid=240455169&itmmeta=01KTPA61EWRY030BMFRRCCDRX9&hash=item29716e1d11%3Ag%3AqWkAAeSwQHtpw9bD&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xBcteEt678PWqBc3hW8pGA7v3FeyfM%2FtyPIqD6aF8F6dg7fn9SgcRseQg%2B87cAeTRcqFj3VXGnCLgqEMZrnpu98nFzKkxWSyUbGke2cjYxL3ctjfUum%2B4f%2Fbix6nDSJZsf0IQYyX76ApYWDDy9%2FdnvHnr7EMGM0AEaIfszxWVroCOCqo0Tsc4iHgpOQkQ2Wz9X89eqBVseUqgskH2gxyrAB%2FR5dl6wUPWvfN5OTk8%2BbbPsEjyzdilRmg06eShtLkQlg9tMOxyjTCdhXtTGgzvFNFJSEC0PF0q7Tw%2BZecOWIApdEQZ6CVPd6rLDHzSWUKxAdlmAqBLaa0Jslb%2F0rzPUe%7Ctkp%3ABk9SR-CXmMrVZw&LH_ItemCondition=3000,177996700945
170,Apple iPhone X - 64GB - Black - Untested,126.0,$,Apple iPhone X,Buy It Now,"Apr 8, 2026",https://i.ebayimg.com/images/g/s9UAAeSwU4Jpw9kz/s-l140.webp,0.0,https://www.ebay.com/itm/177996701110?_skw=iPhone+-locked+-cracked+-case+-box+-read+-LCD&epid=240455169&itmmeta=01KTPA61EWYQ3TKA86KZPR2PSZ&hash=item29716e1db6%3Ag%3As9UAAeSwU4Jpw9kz&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xCE5tq9NQuSwbl%2BDy38E8cGVapNhOxvxuYcpBoJO7Aw1wpadCJuFPZU--H8SpMuiu%2BxQA2n7jZiKVh76QeKEkxytnOZWu9JN%2FgXTvGClzxRdt%2BtpB1il0XRw4xXWAC0tABeV4XO1iGaHKS%2B5MNw3LtgpRVY6%2FUEeggn5u6BkDoB1EmYw%2BnUKnuhktNSmGHmOshM6HPFf73hiZFaBzSZf3VuGPbjNfCmS64Nue0l7hsrtzQiVao%2F5BWfvkh7ij4qmGpZ6VO%2FHgODQPBZdCBaqkqp404LOsUI8a1sp3%2BBULKg%2FA%3D%3D%7Ctkp%3ABk9SR-CXmMrVZw&LH_ItemCondition=3000,177996701110
171,"APPLE IPHONE X | MQCK2LL/A | 5.8"" | 64GB | UNLOCKED | SPACE GRAY",91.0,$,64 GB,Auction,"Apr 7, 2026",https://i.ebayimg.com/images/g/UW4AAeSwjAVpzsBb/s-l140.webp,0.0,https://www.ebay.com/itm/206185459852?_skw=iPhone+-locked+-cracked+-case+-box+-read+-LCD&epid=19024178513&itmmeta=01KTPA61EWQA2PV8VK7VXD0ZB6&hash=item30019c708c%3Ag%3AUW4AAeSwjAVpzsBb&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xCkx03CXJ9R%2B4MKw8Kpf04ln%2BpAovGqFaJbJH5mQdg05e1D4826L1v%2F7CG1SttwEIKEP4sXs6uhuKuNmNw5Kr%2FWFRjhAsvdTQFKgliP8HxjhEAJOvWsIW5iNUUXtkmy3g0ULFeFoaeUKmB8GuEWeeIKyBytWk%2BYFXJyxmCNrsa%2B1UT66D1Q%2FB17vdPFkAtf6bgWiExVv1qx1SMZDHRh9W36yC32myYyJ5dPzzYamTIN5UABaWBSLR0Su%2BvYSUriKj%2FOHJOmtj8i0zveEOSkHGII%2FDGqhzXBjxALq3R3HuIHIUk6NzZW6Ebrzh67rn0tcGNEerh29FZ%2FdHD2npUeyQxA%7Ctkp%3ABk9SR-CXmMrVZw&LH_ItemCondition=3000,206185459852
172,"APPLE IPHONE X | MQCL2LL/A | 5.8"" | 64GB | UNLOCKED | SILVER",98.0,$,64 GB,Auction,"Apr 7, 2026",https://i.ebayimg.com/images/g/vEMAAeSwPxVpzr8S/s-l140.webp,0.0,https://www.ebay.com/itm/198249711514?_skw=iPhone+-locked+-cracked+-case+-box+-read+-LCD&epid=240455169&itmmeta=01KTPA61EWFNTCFVAX12AF3NCD&hash=item2e289a879a%3Ag%3AvEMAAeSwPxVpzr8S&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xAwZ5sDweuRyXgZ5Q3IDN2SB%2FhAea2qb6SPUSynNHpngMQ4nFNBt0ZkByDT2S6bjXv7nlpy8xrzjAETTaHTUP%2Bz7Z1brAJsJy2s5OD9yYs%2BHW0TjLWRb2hM7TokHQMVNAURLTe0hyNE6xhpCFiJR66%2Btxa4nt4fASZ1rPWXh7NQKMVF%2FcHBFm8kNRUkXLOjfM5pTcJCeOsfIfRwQCWdetJ1aty9OxHzGxbB08y7kzw5pz0TU%2BpI8Io0%2B0CbOAd7E33fKJLeiv5tBNq91SlhDRksmpiepazqWUcNj3EUz21rg4xzV1RtvJ1V6NIidvBJVLA6KpeLbAtggIlwpJlpiYov%7Ctkp%3ABk9SR-CXmMrVZw&LH_ItemCondition=3000,198249711514
173,"APPLE IPHONE X | MQCK2LL/A | 5.8"" | 64GB | UNLOCKED | SPACE GRAY",95.0,$,64 GB,Auction,"Apr 7, 2026",https://i.ebayimg.com/images/g/SWcAAeSwwetpzr-q/s-l140.webp,0.0,https://www.ebay.com/itm/366322903975?_skw=iPhone+-locked+-cracked+-case+-box+-read+-LCD&epid=19024178513&itmmeta=01KTPA61EW1455G8F4BPXATPW2&hash=item554a8beba7%3Ag%3ASWcAAeSwwetpzr-q&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xB1ktiikNy4N4RQ8zUs8lKRxUin45wazgJJTT9aa1iFnyvgcbeAaO3BCpf1skFK2L3fClrdbMRjW73P6r8RHjsgZcp86jkq3q7Px1p3nTgY4cg%2FjnYX4Yhyg3PCAGp1FaUor7rmEHFAJD2TpIDq4QfMiHsgQlgtGkEqO6cT4hD829UQexhfRerffe3a3ZfdniBVY%2B7hosOU5ZNmaCCwZYwZLgRq0Scxr6wAh15QULe1xrYhSz0YOeK5sUyI3KYZ7HLd3g0sY0jgBa44ttoS%2BqCO34iHPcL2H%2FT%2Fzy452O8mUA%3D%3D%7Ctkp%3ABk9SR-KXmMrVZw&LH_ItemCondition=3000,366322903975
174,Apple iPhone X A1865 64GB Space Gray Unlocked MQCK2LL/A (89% BATT Health),84.99,$,Apple iPhone X,Buy It Now,"Apr 7, 2026",https://i.ebayimg.com/images/g/OnsAAeSwfQ9p1SP0/s-l140.webp,12.2,https://www.ebay.com/itm/147246524698?_skw=iPhone+-locked+-cracked+-case+-box+-read+-LCD&epid=19024178513&itmmeta=01KTPA61EWD72D2GKMGY8FRRR7&hash=item224893a91a%3Ag%3AOnsAAeSwfQ9p1SP0&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xDbbSpWpVoXAmvl3R25OhrPpeSOK9fw9uigYt0MdzsSDvZ4J5Pdq9hasLef29KGlhEIvgKLb9QSxfyKbn5fQtBzlOK1eI15xOhAAIUAveUfu2xMgBTkWZGeQsZ%2FW5oVBNxBiajEZDbou5AS1b9kfkt9EW0Cms1mflvNoH6z3TDVNmzJjlktWf9rx4hlpz1mGjfwCBrwYjjzxeqzo8WmSTnf8o0IzGO9H3sVIKAPBQP4vyCkWbDx1l%2FP0KpmDoudgMbAEG54rpZtEAlc%2B9dP%2FmuS%2BKItqjredFrEPK5bTwnukQ%3D%3D%7Ctkp%3ABk9SR-KXmMrVZw&LH_ItemCondition=3000,147246524698
175,Apple iPhone X – 64GB Silver (Unlocked) ,89.99,$,Apple iPhone X,Accepts Offers,"Apr 7, 2026",https://i.ebayimg.com/images/g/4fkAAeSwPxVp1GVz/s-l140.webp,13.0,https://www.ebay.com/itm/127796211501?_skw=iPhone+-locked+-cracked+-case+-box+-read+-LCD&epid=240455169&itmmeta=01KTPA61EXKQVBK3N9GX2V10Z0&hash=item1dc13f6f2d%3Ag%3A4fkAAeSwPxVp1GVz&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xAupmorZS7AQ0VuaASCuUkOU8cEBJS8gzxQYKmwu0pXObLiWuyCgWEBei%2FDnNjRruxQIU%2BG9d0eigUeN07kFftvCM%2BQWGdYjk7KDXLVOtYFPdCeIPQhmE1pMqKxjduEXcssPrMa0loC8zuhmVmkrV7XCLni1azIYDvR1EbhTIRrVsFKFfmxwognCk1xThXvWAqIFgKRZT6h5O7K7y5eX0teoU2a73l8db3V8vZ%2FD0q9hrnR8Rct%2BmN4XCoH4t2JCbAT0OmuH3SeNeJgSdIIgO%2FtTscEBtet8kGjsgn5He92Gw%3D%3D%7Ctkp%3ABk9SR-KXmMrVZw&LH_ItemCondition=3000,127796211501
176,Apple iPhone X - 64 GB - Silver (Unlocked),95.97,$,Apple iPhone X,Accepts Offers,"Apr 7, 2026",https://i.ebayimg.com/images/g/XOMAAeSwaNVpfRMh/s-l140.webp,12.82,https://www.ebay.com/itm/117009699630?_skw=iPhone+-locked+-cracked+-case+-box+-read+-LCD&epid=240455169&itmmeta=01KTPA61EXCHVSZE3DHY6DX2Q9&hash=item1b3e52532e%3Ag%3AXOMAAeSwaNVpfRMh&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xBr4pv3ERtmrDJINzSg1eowVRRKnSiuHWJ18CbV97v9uxvVGza6Ws86k4K2MiqKRHsYa7H%2Fx0%2FKfwbyr20jFEpC10kHS5uTORMz%2Bi%2F82mXMWsMWHkC30oCnkFYdX0MONDrATixmUx52dfebeneEMRc9l8ABg5ubeXnj8fcNcAJMToS4HSPy2ugvwQhXjD2jGuRFg%2F0nBrhBcnCSPPgxLQTRyxLCUEnZbc6AC08qAeVQ3FBni2ip%2FImc3A4gR%2BH%2BDEXQVaxqCADmXWjzDMdfrNLdweHUSM01x9QkVvgcIvf7svQtTyiWm90ZUZjrOqbbumwNxh%2B3RpIanHVPZ4KpuYty%7Ctkp%3ABk9SR-KXmMrVZw&LH_ItemCondition=3000,117009699630
177,Unlocked Apple iPhone X 64GB 16.7.1 Silver / EXCELLENT  CONDITION,99.99,$,Apple iPhone X,Buy It Now,"Apr 6, 2026",https://i.ebayimg.com/images/g/4foAAeSwoNZp1EQ8/s-l140.webp,6.0,https://www.ebay.com/itm/267631751484?_skw=iPhone+-locked+-cracked+-case+-box+-read+-LCD&epid=240455169&itmmeta=01KTPA61EXY3XGY2828RA1SK1R&hash=item3e5018713c%3Ag%3A4foAAeSwoNZp1EQ8&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xBsXU%2B9AmCuV2K8DicbvLJyFjso7hSt0JFe4VEQTKsXecbbuCVBr8luO0rq70H%2BbRXxM%2FqhRNNsoqbwV%2F1Hlhfo7j%2B3cb9VxqwdzCGWBiKWwx6HntkxymBazy%2BI25VuAyXFS%2BprrF6teeqcxd1U1agEjc5K01j9G15TWF5XgC6PSvqBg7p%2FkBzaLH7auZxhtVE553cTEAktiSynl4E9BdnEtSjQT4L0ySORmyWVOry2f9g%2FRh1Atj8c2%2B98ilo9MCi0ils8X0B06gBBIHB3zcHvCYC%2FxP%2Fyuhgmntu6AyMwwJVCGv%2FywsTWwbED7pkZvWE%2Fj59DoukRlnAF2DjEL%2FK%2F%7Ctkp%3ABk9SR-KXmMrVZw&LH_ItemCondition=3000,267631751484
178,Unlocked Apple iPhone X 64GB 16.7.1 Silver MQA62LL/A,99.99,$,Apple iPhone X,Buy It Now,"Apr 2, 2026",https://i.ebayimg.com/images/g/MAQAAeSwZLZpzpUm/s-l140.webp,0.0,https://www.ebay.com/itm/397793118840?_skw=iPhone+-locked+-cracked+-case+-box+-read+-LCD&epid=240455169&itmmeta=01KTPA61EX91A5748ZSJGQX4CT&hash=item5c9e514a78%3Ag%3AMAQAAeSwZLZpzpUm&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xCo8WY32%2B62lI4ezyOYAFcIx%2BNp%2FpczS%2F%2BLnxJ3DegoT5dqbTuIAFZ%2FGgFJ0iuZnRQTnbrOAIbSvoeV76QHMvC6MZzsNl0Xg3MJZefCNUQiUbORJz2fJhuV7FjXbjx6BSm0IBqW8uy%2Fr78stNaPT%2F9m42LIkshYDNmJm6N2ScwJL4t5VaR5C5xRNprUuKVRs9wHLnkyoBqtHcOB6daE17Q0Qy3jEJckC8Tq78VZcquW4WVwb8udl5uiMTE9yHk80NLxnifxio3rgcLp4%2FOyAJThroh3nF61%2BLZ%2FB3WZH1n2Hg%3D%3D%7Ctkp%3ABk9SR-KXmMrVZw&LH_ItemCondition=3000,397793118840
179,Apple iPhone X 64GB Black Smartphone iOS 5.8in 12MP Wi-Fi,50.0,$,Apple iPhone X,Accepts Offers,"Apr 5, 2026",https://i.ebayimg.com/images/g/GHgAAeSwXZ5pzBF8/s-l140.webp,8.06,https://www.ebay.com/itm/287245198376?_skw=iPhone+-locked+-cracked+-case+-box+-read+-LCD&epid=19024178513&itmmeta=01KTPA61EX9QRVHPBWQ0PK444W&hash=item42e125e428%3Ag%3AGHgAAeSwXZ5pzBF8&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xBW4qH31Uz1sSbGh0UJRsEgbuzYKeUn1COR19uODjubTQwSaVH8Qdcu%2FA%2BhXHScrqS6gbKZjXtoa8Mb7oD1rBwOrqT62s828VtT1fw5MTFBmJ%2BEot%2BvzTNAiIHIGM1IcUxOCSE%2Ftst5alkuI%2Fu3prSPLk9D5d%2BFG11RGpV6YVxe7PQaqAkFB4p%2BXnrQ4JE3c%2FkTjTsLwRS%2BZyuxnJvfAfvVhbplaR4kymsPDRRM9ltyEBiv5mAGjL2aJoF5uHGc66IuF3T6%2BgV7bylSF2xI8V%2FYoKIcb1zFYUa7n89rovrOSg%3D%3D%7Ctkp%3ABk9SR-KXmMrVZw&LH_ItemCondition=3000,287245198376
180,Apple iPhone X - 64 GB - Silver (Unlocked) - Fair,97.99,$,Apple iPhone X,Buy It Now,"Apr 5, 2026",https://i.ebayimg.com/images/g/-QQAAeSwoRFpdEks/s-l140.webp,0.0,https://www.ebay.com/itm/297963449440?_skw=iPhone+-locked+-cracked+-case+-box+-read+-LCD&epid=240455169&itmmeta=01KTPA61EX5J9NSV5R7A7KGX58&hash=item4560016c60%3Ag%3A-QQAAeSwoRFpdEks&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xCKU9v9ncbbY5eX5WMtLRoMsjLViVP1ubopYRINHYZNIbpvwvabzbKBF0G7bZDzsmDvhF5y3P%2BtZ%2BhqchDXTPGeLU75EL3%2BL5G7TwVmFSiU8fcAAtSnRCphCTl7L%2BKGqDIk2c00UjxI3cyps4KJlsX36QtvfhPLvGH8niKVUauOdwMKRfUjYQo4%2F4MLMpopKJSUJvmwknRrAcNfVmqrlakskJB6giFN1bbsmXqreH1D5nMQzAcRJJuYhRKOm%2BiWW1cfmd9%2FE9f0gaQyKcXzCVVxp2CHxEszrSVaka33zRfETeN6T7uxQGkCAni2wdlWD0%2FQs0h6013zdePZ36gqKZyP%7Ctkp%3ABk9SR-KXmMrVZw&LH_ItemCondition=3000,297963449440
181,Apple iPhone X - 64GB - Space Gray (Unlocked) A1865 (CDMA + GSM) - *NO FACE ID**,95.0,$,Apple iPhone X,Accepts Offers,"Apr 5, 2026",https://i.ebayimg.com/images/g/90AAAeSwtDdp0ew6/s-l140.webp,0.0,https://www.ebay.com/itm/366327970886?_skw=iPhone+-locked+-cracked+-case+-box+-read+-LCD&epid=19024178513&itmmeta=01KTPA61EXXGRNQAKFKS7QKK0K&hash=item554ad93c46%3Ag%3A90AAAeSwtDdp0ew6&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xCpJk3vWY%2FavJz7yW3t2eFt45lMZD%2FX6at1NQDxsowyOHIC4eOazf0QGvf2AQnI6ZqAgX7uAnLpdaO8gXlyzb7srOYdYMQUiBC9WVIhwPWBmto%2FtxYJ%2FfeIZO1494Q5pdxL1BeB%2BgHhVS9YPdPi3ui0Pma%2FZW2WSDlc%2Fw31KROQGDy4D%2FRnUS3rxyKeM236Ia%2FUbNFy46%2FC820itsx3S8H%2B8u2l3WRyQwjFTGdhVbG6oToD79xpJGYDLhMZ4%2Fr7tGtsPxY2JIwlerorm1HuA9ZJDIv0tfiHFTczdfWu25K4cQ%3D%3D%7Ctkp%3ABk9SR-KXmMrVZw&LH_ItemCondition=3000,366327970886
182,Apple iPhone X 64GB,62.0,$,Apple iPhone X,Auction,"Apr 5, 2026",https://i.ebayimg.com/images/g/vGIAAeSwQ15pyXhz/s-l140.webp,6.7,https://www.ebay.com/itm/117115197767?_skw=iPhone+-locked+-cracked+-case+-box+-read+-LCD&epid=240455169&itmmeta=01KTPA61EX7HS1CNNGFYBSMVH7&hash=item1b449c1947%3Ag%3AvGIAAeSwQ15pyXhz&itmprp=enc%3AAQALAAABEGfYFPkwiKCW4ZNSs2u11xAzMku--4%2FvxnqseHD1Rylw6ZmLwHoMeOrBjefaq1n4P7ZXQN%2FflIicNo6lkC1g1Tq6Xo6vMSsjUJUwqFIo1pVaGEIjvfYryusqY995z7w7K3chzqXsC7xq8pFHrAdEM6HfSkLZwHeIykDNZqIzuwW49yq09zsbnlr99K5Y6iC%2BFZ5oJ%2BEoRTehssUauuK6pZfRwyKlMWxOvMkZhyZQZVUWiJDMIbaQLTA%2B7DF7G8xk6ni0pnvOfEBBZSqvgGjMz%2B9EC%2BH3bXz3g5yjFs8rgcLIecm8q9oOW4MKAcKvOAsKx0fPHIS%2Fc2j7L8IHttI776HQUtdlZrxxuhqAFGajIsGS%7Ctkp%3ABk9SR-KXmMrVZw&LH_ItemCondition=3000,117115197767
